Zeit,pO2 [%],Temperatur [°C],pH-Wert,Rührerdrehzahl [rpm],Timestamp,Minuten nach Start
20/8/23 22:34,0.21,23.9753,5.7788,270,126,7560
20/8/23 22:49,0.32,23.9753,5.7788,270,126,7575
20/8/23 23:04,0.21,24.0396,5.7788,270,127,7590
20/8/23 23:19,0.42,23.9753,5.7655,270,127,7605
20/8/23 23:34,0.32,24.0396,5.7788,270,127,7620
20/8/23 23:49,0.11,24.0396,5.8053,270,127,7635
21/8/23 0:04,0.42,23.9753,5.7655,270,128,7650
21/8/23 0:19,0.32,23.9753,5.792,270,128,7665
21/8/23 0:34,0.32,24.0396,5.7788,270,128,7680
21/8/23 0:49,0.32,23.911,5.7788,270,128,7695
21/8/23 1:04,0.11,24.0396,5.792,270,129,7710
21/8/23 1:19,0.53,23.9753,5.792,270,129,7725
21/8/23 1:34,0.32,24.0396,5.792,270,129,7740
21/8/23 1:49,0.32,24.0396,5.8186,270,129,7755
21/8/23 2:04,0.32,23.9753,5.8053,270,130,7770
21/8/23 2:19,0.32,23.9753,5.8053,270,130,7785
21/8/23 2:34,0.32,23.9753,5.8053,270,130,7800
21/8/23 2:49,0.42,24.0396,5.8053,270,130,7815
21/8/23 3:04,0.32,24.0396,5.792,270,131,7830
21/8/23 3:19,0.42,23.9753,5.792,270,131,7845
21/8/23 3:34,0.42,23.9753,5.8053,270,131,7860
21/8/23 3:49,0.53,23.9753,5.8053,270,131,7875
21/8/23 4:04,0.53,24.0396,5.8053,270,132,7890
21/8/23 4:19,0.53,23.9753,5.8319,270,132,7905
21/8/23 4:34,0.42,24.0396,5.8319,270,132,7920
21/8/23 4:49,0.53,23.911,5.8053,270,132,7935
21/8/23 5:04,0.42,23.9753,5.8053,270,133,7950
21/8/23 5:19,2.33,23.9753,5.8319,270,133,7965
21/8/23 5:34,2.11,23.9753,5.8186,270,133,7980
21/8/23 5:49,2.75,24.0396,5.8319,270,133,7995
21/8/23 6:04,2.54,23.9753,5.8319,270,134,8010
21/8/23 6:19,2.33,24.0396,5.8451,270,134,8025
21/8/23 6:34,2.22,24.0396,5.8319,270,134,8040
21/8/23 6:49,2.33,23.9753,5.8186,270,134,8055
21/8/23 7:04,2.22,24.0396,5.8451,270,135,8070
21/8/23 7:19,2.43,23.911,5.8319,270,135,8085
21/8/23 7:34,2.22,24.0396,5.8319,270,135,8100
